employee_id,department,job_role,education_level,years_at_company,monthly_hours_worked,attendance_rate,training_hours,tasks_completed,peer_review_score,manager_rating,promotions_last_3years,salary_band,work_location,performance_score,month
E1058,Sales,Executive,Masters,4,167.1,94.9,3.6,5,5.0,7.68,0,Medium,Remote,16.67,2024-06
E1058,Finance,Analyst,PhD,6,152.0,93.5,5.0,2,8.48,6.61,0,High,Onsite,15.81,2024-07
E1058,Marketing,Developer,Masters,3,150.1,93.3,6.5,3,8.17,10.0,0,High,Onsite,15.56,2024-08
E1058,HR,Manager,PhD,8,164.9,95.4,5.5,6,6.95,5.13,0,Medium,Onsite,12.95,2024-09
E1058,HR,Executive,Masters,1,168.8,87.3,5.4,8,9.11,4.53,0,Medium,Onsite,6.72,2024-10
E1058,Sales,Executive,PhD,6,170.3,86.4,5.2,6,7.38,7.2,0,Low,Hybrid,15.92,2024-11
E1059,Finance,Executive,Masters,3,157.0,92.7,5.6,6,8.36,6.42,0,Low,Hybrid,16.94,2024-01
E1059,Finance,Analyst,Bachelors,4,152.0,99.4,5.9,4,6.29,8.26,0,Medium,Hybrid,15.35,2024-01
E1059,IT,Manager,Masters,3,168.1,93.9,3.5,4,,3.58,0,High,Remote,14.16,2024-03
E1059,IT,Developer,PhD,10,159.1,100.0,3.1,12,4.79,5.12,0,Low,Hybrid,19.33,2024-03
E1059,HR,Manager,Bachelors,7,180.0,96.5,3.0,6,6.22,9.67,0,Medium,Onsite,12.95,2024-04
E1059,IT,Associate,Bachelors,5,170.9,89.6,2.1,4,4.82,6.66,1,High,Hybrid,13.02,2024-05
E1059,Sales,Manager,Bachelors,5,159.5,98.3,5.1,7,7.3,8.56,1,High,Remote,14.04,2024-06
E1059,HR,Developer,PhD,5,159.9,89.5,4.4,7,6.35,5.39,0,Low,Remote,21.18,2024-07
E1059,HR,Executive,Masters,1,151.1,96.9,8.1,4,7.66,7.49,0,Low,Hybrid,20.0,2024-08
E1059,HR,Manager,Masters,2,134.1,94.5,6.2,10,7.93,10.0,0,Medium,Remote,12.72,2024-09
E1059,IT,Developer,Bachelors,9,173.8,95.2,8.9,5,7.64,6.43,0,High,Hybrid,11.85,2024-10
E1059,IT,Manager,PhD,8,157.3,96.6,2.4,8,6.69,9.29,1,High,Onsite,13.03,2024-11
E1060,Marketing,Executive,Masters,3,158.7,88.3,4.3,4,,6.1,0,Medium,Hybrid,10.33,2024-01
E1060,IT,Executive,Masters,2,153.4,89.2,5.8,6,9.7,5.41,1,High,Hybrid,9.06,2024-01
E1060,Sales,Executive,Bachelors,7,173.9,93.9,5.1,4,7.53,8.86,1,Low,Onsite,14.63,2024-03
E1060,HR,Associate,PhD,8,156.8,95.4,4.6,12,8.37,7.03,1,Medium,Remote,15.51,2024-03
E1060,Sales,Analyst,Bachelors,2,170.6,99.9,2.0,3,3.58,6.33,0,Low,Remote,15.27,2024-04
E1060,HR,Executive,PhD,4,144.9,94.8,3.8,5,8.0,7.0,0,High,Hybrid,7.97,2024-05
E1060,Marketing,Analyst,PhD,3,187.3,90.6,6.1,7,8.9,6.62,1,Low,Hybrid,9.12,2024-06
E1060,Finance,Executive,PhD,5,163.4,96.8,4.4,3,7.19,6.94,0,High,Hybrid,11.08,2024-07
E1060,IT,Developer,Masters,3,167.5,97.9,3.8,8,10.0,5.61,0,High,Onsite,20.97,2024-08
E1060,IT,Developer,Masters,8,168.8,97.6,5.9,10,8.83,8.73,0,Low,Onsite,11.23,2024-09
E1060,Sales,Associate,Bachelors,2,156.9,99.6,4.5,5,9.27,7.33,0,High,Onsite,9.45,2024-10
E1060,Finance,Analyst,Bachelors,7,152.0,92.2,4.2,6,8.61,6.75,1,Medium,Hybrid,17.22,2024-11
E1061,Sales,Analyst,PhD,5,157.0,96.1,5.9,7,7.02,5.77,0,High,Onsite,18.38,2024-01
E1061,Sales,Manager,Bachelors,2,143.3,100.0,5.0,8,4.56,4.02,1,High,Onsite,19.97,2024-01
E1061,HR,Analyst,Bachelors,3,174.8,98.5,4.2,8,7.11,4.21,0,Low,Onsite,15.54,2024-03
E1061,Sales,Associate,Masters,3,165.8,96.0,1.3,9,6.32,6.16,1,High,Hybrid,13.76,2024-03
E1061,Marketing,Developer,Masters,10,173.4,100.0,2.8,3,6.63,8.69,0,High,Remote,9.41,2024-04
E1061,HR,Associate,PhD,3,148.1,97.2,5.4,9,7.27,4.42,0,High,Onsite,12.45,2024-05
E1061,Finance,Manager,Masters,4,167.8,92.2,,11,7.31,4.06,0,Low,Hybrid,17.77,2024-06
E1061,IT,Executive,PhD,8,164.6,100.0,5.4,8,6.18,8.53,0,Medium,Remote,14.05,2024-07
E1061,Marketing,Manager,Masters,6,143.9,98.8,,8,6.99,4.27,1,High,Remote,6.78,2024-08
E1061,IT,Manager,Bachelors,8,158.4,95.3,4.3,5,10.0,9.0,0,Low,Remote,19.48,2024-09
E1061,HR,Developer,PhD,4,154.0,91.2,4.9,14,9.3,6.95,0,High,Onsite,20.72,2024-10
E1061,Finance,Executive,Bachelors,10,153.4,96.5,3.9,5,7.17,7.2,0,Low,Hybrid,9.57,2024-11
E1062,IT,Manager,Bachelors,9,154.7,90.2,8.2,4,9.63,5.35,1,Medium,Remote,15.29,2024-01
E1062,Marketing,Associate,PhD,8,171.2,98.4,5.4,9,9.78,5.82,0,Medium,Onsite,21.29,2024-01
E1062,Finance,Executive,PhD,2,165.9,100.0,2.6,4,7.88,7.88,1,Medium,Hybrid,19.41,2024-03
E1062,HR,Manager,Masters,3,167.0,90.6,5.9,10,5.49,8.15,0,Medium,Remote,13.41,2024-03
E1062,Marketing,Manager,Masters,6,157.5,97.2,6.2,7,7.51,4.43,0,High,Hybrid,12.18,2024-04
E1062,HR,Developer,Masters,2,164.5,94.7,5.5,6,5.9,6.76,0,High,Remote,14.98,2024-05
E1062,HR,Developer,PhD,8,174.6,95.0,5.9,7,6.1,8.11,1,Low,Remote,8.56,2024-06
E1062,IT,Analyst,Bachelors,6,165.9,95.3,0.0,7,7.38,4.63,1,High,Hybrid,12.99,2024-07
E1062,HR,Executive,PhD,9,167.7,92.5,4.7,6,,6.41,0,High,Onsite,16.51,2024-08
E1062,HR,Manager,Bachelors,6,140.9,100.0,5.7,5,8.63,10.0,0,Low,Remote,17.47,2024-09
E1062,Finance,Developer,Bachelors,2,179.8,100.0,2.2,5,8.98,7.35,0,Low,Onsite,8.68,2024-10
E1062,Marketing,Developer,Bachelors,2,164.5,98.7,5.9,10,,6.76,0,Medium,Onsite,11.67,2024-11
E1063,Sales,Analyst,Masters,4,159.8,98.1,,6,6.7,7.23,1,Low,Hybrid,13.6,2024-01
E1063,Finance,Manager,PhD,2,174.5,94.0,10.0,11,5.73,3.56,0,High,Onsite,19.48,2024-01
E1063,IT,Executive,PhD,4,145.5,93.8,5.8,5,7.0,6.04,0,Low,Remote,19.45,2024-03
E1063,HR,Developer,Masters,2,160.8,94.3,4.0,4,5.54,5.28,0,Medium,Remote,10.43,2024-03
E1063,HR,Associate,Masters,2,169.2,87.7,5.1,8,9.49,6.65,0,Low,Remote,9.64,2024-04
E1063,IT,Analyst,PhD,5,160.6,88.9,4.4,7,9.59,7.09,0,Medium,Hybrid,12.26,2024-05
E1063,Marketing,Executive,Masters,5,148.0,97.2,6.1,3,5.86,9.5,0,Medium,Hybrid,18.07,2024-06
E1063,Sales,Executive,PhD,4,163.2,98.8,,5,9.61,5.89,0,High,Onsite,22.11,2024-07
E1063,IT,Manager,Masters,4,166.4,100.0,7.1,9,9.62,4.94,2,Low,Onsite,16.03,2024-08
E1063,Marketing,Analyst,PhD,1,140.3,94.7,2.5,3,7.52,9.15,1,High,Onsite,11.01,2024-09
E1063,Finance,Manager,PhD,3,151.7,91.6,6.3,4,8.04,5.87,0,Medium,Hybrid,21.83,2024-10
E1063,Finance,Manager,Bachelors,1,158.1,86.1,0.3,7,6.58,5.22,1,High,Onsite,7.06,2024-11
E1064,Sales,Developer,Bachelors,8,163.9,89.8,6.3,7,8.14,6.03,0,Low,Hybrid,13.49,2024-01
E1064,Finance,Manager,Bachelors,4,163.4,93.4,7.0,4,6.0,8.56,0,Low,Hybrid,7.73,2024-01
E1064,Sales,Analyst,Masters,8,152.9,95.7,1.7,8,7.55,3.98,0,High,Onsite,13.03,2024-03
E1064,Marketing,Manager,PhD,6,169.8,93.4,7.5,4,8.87,8.95,0,Low,Hybrid,13.11,2024-03
E1064,Sales,Manager,PhD,1,162.2,98.3,6.0,10,6.09,3.59,1,High,Onsite,13.52,2024-04
E1064,Sales,Executive,Bachelors,10,166.0,92.0,4.7,5,10.0,5.3,1,Medium,Remote,13.71,2024-05
E1064,Finance,Developer,PhD,9,160.1,92.4,3.8,5,8.03,10.0,1,High,Remote,16.21,2024-06
E1064,Finance,Developer,Masters,5,168.0,100.0,4.2,5,10.0,6.42,0,Low,Onsite,13.74,2024-07
E1064,IT,Executive,PhD,4,166.4,99.2,6.3,8,,5.25,1,Low,Onsite,12.04,2024-08
E1064,HR,Executive,Masters,1,148.3,97.0,3.8,7,4.11,7.56,1,Medium,Remote,5.16,2024-09
E1064,Sales,Manager,PhD,3,153.7,100.0,5.4,6,,4.0,0,Medium,Onsite,6.9,2024-10
E1064,Sales,Analyst,Masters,1,161.5,93.3,3.9,6,8.49,7.95,0,Medium,Onsite,0.0,2024-11
E1065,HR,Executive,PhD,7,153.1,90.3,3.3,5,6.83,10.0,0,Medium,Hybrid,2.89,2024-01
E1065,Marketing,Manager,Bachelors,2,159.5,97.8,1.8,11,7.71,4.4,0,Medium,Onsite,7.86,2024-01
E1065,HR,Executive,Masters,7,154.2,100.0,3.7,8,5.82,8.28,0,Medium,Hybrid,16.22,2024-03
E1065,HR,Analyst,Masters,10,160.3,97.6,6.8,7,7.67,6.28,1,Low,Onsite,13.44,2024-03
E1065,Sales,Developer,PhD,3,161.4,90.5,8.2,7,6.5,6.48,1,High,Hybrid,15.84,2024-04
E1065,IT,Manager,Masters,10,165.5,98.0,5.3,7,8.95,9.19,0,Low,Onsite,15.04,2024-05
E1065,HR,Manager,Bachelors,5,158.9,98.4,3.3,10,4.49,5.93,0,Low,Onsite,9.89,2024-06
E1065,IT,Developer,Masters,9,149.6,98.2,6.3,3,10.0,5.89,0,High,Hybrid,4.63,2024-07
E1065,HR,Associate,PhD,8,165.1,100.0,0.2,4,10.0,9.95,2,Medium,Onsite,23.96,2024-08
E1065,HR,Manager,Bachelors,7,160.2,87.0,4.4,3,7.73,5.19,1,High,Remote,12.15,2024-09
E1065,IT,Manager,Masters,9,157.8,91.8,7.1,6,6.44,6.98,0,Low,Onsite,14.96,2024-10
E1065,Sales,Manager,Bachelors,2,165.9,97.7,3.8,8,6.45,9.22,2,High,Remote,10.43,2024-11
E1066,Sales,Developer,Bachelors,6,163.5,94.7,7.1,3,7.85,5.83,0,Medium,Hybrid,9.37,2024-01
E1066,Sales,Executive,Masters,1,141.1,93.8,2.7,8,6.22,6.48,1,Low,Onsite,14.46,2024-01
E1066,Finance,Analyst,Masters,5,158.5,98.6,5.2,3,6.72,5.69,0,Low,Onsite,17.67,2024-03
E1066,Marketing,Associate,PhD,9,172.2,86.7,7.3,12,10.0,6.88,1,Low,Hybrid,8.35,2024-03
E1066,Finance,Developer,Masters,3,162.4,93.2,1.9,8,8.49,5.17,1,High,Remote,3.8,2024-04
E1066,HR,Manager,Masters,5,167.4,99.8,2.4,5,9.85,10.0,0,Medium,Onsite,6.75,2024-05
E1066,Sales,Executive,PhD,9,165.6,89.5,5.9,7,7.79,9.29,0,High,Onsite,4.38,2024-06
E1066,Marketing,Manager,Masters,5,152.3,93.9,5.7,6,6.65,4.51,0,High,Remote,9.49,2024-07
E1066,Sales,Associate,Masters,10,142.9,96.1,7.7,7,8.94,9.84,1,Medium,Hybrid,25.25,2024-08
E1066,Marketing,Analyst,Masters,3,168.7,98.4,3.4,9,5.23,3.29,2,Medium,Onsite,6.52,2024-09
E1066,HR,Analyst,PhD,9,147.4,86.7,5.9,5,6.5,4.02,1,Low,Onsite,13.41,2024-10
E1066,Finance,Manager,Masters,4,150.5,97.5,4.9,9,6.75,10.0,0,High,Remote,11.46,2024-11
E1067,Marketing,Executive,Bachelors,7,163.2,100.0,5.9,7,6.45,3.67,0,Low,Onsite,8.61,2024-01
E1067,IT,Analyst,PhD,1,160.6,86.1,7.1,5,7.21,4.4,0,High,Onsite,10.29,2024-01
E1067,IT,Associate,Masters,4,165.2,95.5,4.0,8,6.07,7.34,0,Medium,Onsite,10.69,2024-03
E1067,IT,Executive,PhD,8,157.6,99.8,3.0,3,6.34,4.82,2,Medium,Hybrid,9.54,2024-03
E1067,Finance,Associate,Bachelors,7,155.1,99.4,8.8,6,8.85,9.28,0,High,Hybrid,19.21,2024-04
E1067,Finance,Associate,PhD,1,150.4,95.0,4.8,7,5.38,3.22,0,Low,Hybrid,12.41,2024-05
E1067,IT,Developer,PhD,6,179.5,92.8,4.4,8,7.66,7.43,0,Medium,Onsite,20.26,2024-06
E1067,Sales,Manager,Bachelors,1,160.7,80.9,4.5,4,8.17,4.92,0,Low,Onsite,7.01,2024-07
E1067,Marketing,Executive,Bachelors,2,145.3,89.8,2.8,5,8.09,5.44,0,High,Remote,23.45,2024-08
E1067,HR,Analyst,PhD,1,164.6,92.6,4.7,8,8.2,5.44,0,Low,Onsite,20.25,2024-09
E1067,Finance,Executive,Masters,1,161.2,96.1,8.0,8,7.93,7.71,0,Low,Onsite,15.61,2024-10
E1067,IT,Associate,PhD,5,172.1,97.9,3.1,6,8.48,5.15,1,Low,Onsite,18.37,2024-11
E1068,Marketing,Analyst,Bachelors,2,154.2,100.0,3.5,5,8.78,6.8,1,Medium,Hybrid,15.22,2024-01
E1068,Sales,Associate,Bachelors,9,175.0,91.5,4.0,4,5.64,8.12,0,Medium,Remote,18.56,2024-01
E1068,Finance,Executive,Bachelors,7,183.9,94.4,5.3,4,6.96,7.21,0,High,Remote,12.29,2024-03
E1068,Sales,Analyst,Bachelors,8,169.2,100.0,4.1,5,8.39,5.63,1,High,Hybrid,22.88,2024-03
E1068,Marketing,Analyst,Bachelors,8,162.3,100.0,4.5,8,7.03,9.71,1,High,Hybrid,12.69,2024-04
E1068,IT,Developer,Masters,3,166.7,89.1,7.8,6,7.87,3.77,1,High,Hybrid,24.93,2024-05
E1068,Finance,Executive,Bachelors,10,161.7,97.1,3.6,5,8.06,7.6,0,High,Onsite,12.63,2024-06
E1068,Marketing,Developer,PhD,5,154.9,99.4,7.1,5,7.37,8.04,1,Low,Onsite,3.79,2024-07
E1068,Marketing,Analyst,PhD,6,155.8,100.0,6.2,3,6.44,9.35,0,Low,Hybrid,24.47,2024-08
E1068,Marketing,Manager,Masters,7,175.4,91.3,2.0,8,8.69,4.68,1,Low,Remote,4.66,2024-09
E1068,HR,Executive,Masters,7,169.3,100.0,4.0,8,7.25,8.39,0,Medium,Onsite,12.98,2024-10
E1068,HR,Analyst,Masters,3,151.7,93.0,8.4,2,7.39,6.96,0,Low,Remote,10.22,2024-11
E1069,IT,Executive,PhD,4,149.9,100.0,4.8,4,3.6,7.82,1,Low,Remote,8.68,2024-01
E1069,Finance,Manager,PhD,4,177.0,98.2,3.3,5,6.41,4.28,0,Low,Onsite,6.88,2024-01
E1069,Sales,Developer,PhD,1,154.7,100.0,9.1,4,9.54,5.52,0,Medium,Onsite,18.06,2024-03
E1069,Sales,Developer,Masters,10,170.6,94.6,1.5,4,6.82,2.9,1,Medium,Hybrid,17.1,2024-03
E1069,Sales,Manager,Masters,9,159.5,100.0,4.5,4,7.68,4.57,1,High,Hybrid,0.0,2024-04
E1069,IT,Executive,Masters,1,164.3,89.6,3.1,6,6.39,3.85,2,Low,Onsite,13.91,2024-05
E1069,Finance,Manager,Masters,8,156.8,98.3,2.9,5,6.4,6.43,0,Medium,Onsite,18.59,2024-06
E1069,HR,Analyst,Bachelors,5,154.8,97.6,3.7,9,5.81,7.47,1,Medium,Onsite,11.05,2024-07
E1069,HR,Associate,Bachelors,7,171.6,99.5,3.1,5,,6.37,0,Medium,Hybrid,13.39,2024-08
E1069,Marketing,Developer,PhD,9,156.6,90.0,6.4,4,6.86,6.42,0,Low,Remote,15.25,2024-09
E1069,IT,Associate,Masters,2,152.5,93.5,3.0,9,8.49,7.57,0,Low,Onsite,9.22,2024-10
E1069,HR,Analyst,Bachelors,4,170.9,96.5,1.7,9,,6.65,0,Low,Remote,15.0,2024-11
E1070,Marketing,Associate,Masters,2,159.3,94.6,8.1,3,5.08,2.24,0,High,Remote,8.4,2024-01
E1070,Finance,Executive,Bachelors,9,164.0,95.5,4.7,4,9.4,4.91,1,Low,Remote,12.38,2024-01
E1070,Marketing,Associate,Masters,5,162.2,93.8,4.2,5,5.52,8.16,1,Low,Onsite,16.71,2024-03
E1070,Finance,Manager,Masters,10,163.4,97.9,7.1,8,8.41,2.69,1,Low,Remote,15.39,2024-03
E1070,Marketing,Developer,Bachelors,6,149.4,93.7,,4,7.64,6.92,0,Low,Onsite,11.9,2024-04
E1070,IT,Executive,PhD,9,160.9,98.7,6.6,5,9.95,7.12,0,Medium,Onsite,20.78,2024-05
E1070,Sales,Manager,Masters,2,179.5,95.8,5.1,3,7.35,10.0,0,Medium,Remote,14.16,2024-06
E1070,Sales,Analyst,Bachelors,5,159.0,98.9,3.8,3,6.87,7.65,0,High,Hybrid,19.19,2024-07
E1070,Sales,Executive,Masters,9,148.2,97.2,7.2,4,8.63,5.66,1,Medium,Remote,10.13,2024-08
E1070,IT,Developer,Bachelors,7,171.1,82.6,4.1,6,7.84,8.53,2,Medium,Remote,17.29,2024-09
E1070,Sales,Analyst,Bachelors,3,171.4,100.0,7.4,6,6.29,5.27,1,Medium,Hybrid,12.7,2024-10
E1070,HR,Executive,PhD,2,171.0,100.0,6.7,2,10.0,6.59,0,High,Onsite,10.64,2024-11
E1071,HR,Analyst,PhD,2,134.7,94.7,,7,7.65,6.58,1,Medium,Hybrid,15.33,2024-01
E1071,IT,Associate,Bachelors,10,161.7,90.4,6.2,8,7.65,10.0,0,Medium,Hybrid,10.41,2024-01
E1071,Sales,Associate,PhD,5,160.3,95.1,5.9,5,5.21,7.75,0,Medium,Hybrid,8.13,2024-03
E1071,IT,Developer,Masters,3,154.1,93.9,8.1,11,5.94,9.09,0,Low,Remote,11.73,2024-03
E1071,HR,Associate,PhD,8,166.7,92.9,3.8,7,9.07,8.69,0,High,Hybrid,9.44,2024-04
E1071,Marketing,Executive,Bachelors,1,162.3,100.0,3.5,8,6.93,9.55,0,Medium,Onsite,10.04,2024-05
E1071,IT,Executive,Bachelors,2,167.2,92.1,2.5,4,8.1,4.67,1,Low,Onsite,19.64,2024-06
E1071,Sales,Manager,PhD,4,171.9,99.5,3.6,3,8.01,4.55,1,Medium,Onsite,0.61,2024-07
E1071,IT,Associate,Masters,6,156.0,94.2,6.3,8,10.0,7.82,1,Medium,Hybrid,9.55,2024-08
E1071,HR,Manager,Masters,8,162.3,93.3,6.8,10,,5.23,0,High,Remote,12.4,2024-09
E1071,Marketing,Analyst,Masters,4,160.7,89.3,4.9,6,,6.98,0,High,Remote,7.57,2024-10
E1071,HR,Associate,PhD,3,162.5,91.5,2.3,5,8.38,4.41,0,High,Remote,8.6,2024-11
E1072,HR,Developer,Bachelors,3,166.4,93.1,3.2,3,7.1,8.72,0,Low,Hybrid,0.0,2024-01
E1072,Marketing,Associate,Bachelors,9,176.3,99.3,7.3,7,9.05,4.1,1,Low,Hybrid,13.63,2024-01
E1072,HR,Analyst,PhD,6,175.3,93.0,4.1,9,9.8,6.74,1,Medium,Remote,10.27,2024-03
E1072,Finance,Developer,PhD,10,165.4,98.8,5.0,4,4.59,6.9,1,Medium,Hybrid,6.57,2024-03
E1072,Marketing,Developer,Bachelors,9,176.1,97.4,0.8,5,8.33,7.37,1,Low,Remote,5.99,2024-04
E1072,Sales,Executive,PhD,2,151.9,97.4,3.7,4,7.86,5.71,0,High,Hybrid,9.4,2024-05
E1072,Sales,Manager,Masters,5,170.4,100.0,5.8,6,7.78,6.09,0,Medium,Hybrid,18.61,2024-06
E1072,IT,Manager,PhD,10,157.0,92.8,5.4,4,7.55,4.43,0,Medium,Remote,11.35,2024-07
E1072,Finance,Manager,Masters,2,142.8,93.4,3.6,10,7.11,7.76,1,Medium,Remote,17.48,2024-08
E1072,Finance,Developer,PhD,7,154.8,100.0,5.2,6,7.25,8.45,1,High,Onsite,15.25,2024-09
E1072,IT,Executive,Masters,9,168.6,98.7,5.6,2,9.48,7.51,2,High,Remote,9.21,2024-10
E1072,Finance,Analyst,PhD,7,153.1,94.4,5.3,1,9.7,9.45,0,Medium,Hybrid,15.65,2024-11
E1073,HR,Executive,Masters,9,146.6,97.7,8.1,8,9.55,8.52,0,Low,Remote,20.27,2024-01
E1073,Sales,Associate,Masters,8,173.3,90.6,8.9,5,6.4,8.76,0,Low,Hybrid,12.51,2024-01
E1073,IT,Manager,Masters,7,157.6,93.9,9.5,6,7.58,7.73,1,High,Hybrid,19.27,2024-03
E1073,Sales,Executive,PhD,6,167.3,100.0,5.1,5,6.56,7.32,0,High,Onsite,18.92,2024-03
E1073,IT,Executive,Bachelors,4,162.5,97.4,4.5,4,6.91,9.3,1,Low,Onsite,7.72,2024-04
E1073,HR,Developer,Bachelors,4,153.6,84.9,5.8,2,7.87,9.02,0,Medium,Hybrid,11.79,2024-05
E1073,IT,Analyst,Masters,3,156.5,96.9,4.7,5,6.6,5.14,0,Medium,Hybrid,18.6,2024-06
E1073,Sales,Manager,PhD,9,138.2,94.7,1.6,7,5.69,4.23,1,Low,Onsite,15.94,2024-07
E1073,Finance,Developer,PhD,9,162.3,98.1,4.6,11,4.83,10.0,0,Medium,Onsite,4.98,2024-08
E1073,Sales,Associate,PhD,8,159.5,91.4,4.6,9,9.4,4.71,0,Medium,Remote,14.27,2024-09
E1073,IT,Analyst,PhD,6,159.5,92.1,7.8,5,6.88,5.45,1,High,Onsite,27.31,2024-10
E1073,Finance,Manager,Masters,2,157.9,90.2,6.6,2,6.86,4.32,2,Low,Onsite,12.07,2024-11
E1074,Marketing,Executive,Bachelors,7,152.0,100.0,5.9,9,8.86,6.82,0,High,Onsite,20.05,2024-01
E1074,IT,Analyst,PhD,9,168.9,88.6,3.7,7,8.36,8.51,0,Medium,Hybrid,17.53,2024-01
E1074,HR,Manager,Masters,10,160.2,95.2,9.5,7,7.32,7.03,0,Low,Hybrid,12.36,2024-03
E1074,IT,Associate,Bachelors,10,159.2,86.2,2.6,7,6.99,9.94,0,Low,Remote,14.76,2024-03
E1074,Marketing,Analyst,PhD,7,155.8,95.1,3.8,7,7.99,8.11,0,High,Hybrid,19.47,2024-04
E1074,Finance,Developer,Masters,8,150.7,90.1,5.6,6,5.65,9.46,0,Medium,Remote,16.4,2024-05
E1074,Finance,Executive,Masters,10,148.9,95.5,3.9,6,5.88,8.54,1,Medium,Hybrid,13.99,2024-06
E1074,Marketing,Associate,Masters,5,148.6,96.2,7.0,4,6.56,8.18,0,High,Onsite,14.66,2024-07
E1074,HR,Associate,PhD,8,143.9,100.0,7.2,5,7.46,8.85,0,Medium,Hybrid,8.71,2024-08
E1074,Marketing,Associate,Masters,4,163.0,94.7,10.9,14,8.14,5.04,0,Medium,Hybrid,14.0,2024-09
E1074,HR,Developer,Bachelors,6,160.6,100.0,1.2,7,8.05,6.74,0,Medium,Remote,15.01,2024-10
E1074,Finance,Analyst,Masters,3,161.0,91.2,6.7,8,6.69,2.84,0,High,Hybrid,14.37,2024-11
E1075,Finance,Executive,Bachelors,5,152.7,87.4,5.0,11,5.84,4.69,0,High,Onsite,9.9,2024-01
E1075,HR,Associate,Masters,4,154.1,87.8,6.4,4,7.98,5.06,1,High,Remote,19.16,2024-01
E1075,IT,Manager,PhD,3,160.1,100.0,6.6,6,10.0,5.31,0,Medium,Remote,23.03,2024-03
E1075,Finance,Developer,Masters,7,156.4,88.5,7.9,5,6.46,6.0,0,Medium,Hybrid,15.52,2024-03
E1075,HR,Associate,PhD,9,159.9,98.5,3.2,5,6.51,4.98,0,High,Onsite,5.16,2024-04
E1075,Finance,Executive,PhD,8,149.3,93.9,6.3,4,6.14,7.6,1,High,Hybrid,5.0,2024-05
E1075,Sales,Analyst,PhD,7,150.7,93.7,3.8,10,9.35,4.93,0,Medium,Onsite,13.31,2024-06
E1075,Marketing,Executive,Masters,2,162.1,98.0,2.9,10,9.56,6.85,1,Low,Remote,12.03,2024-07
E1075,IT,Analyst,PhD,5,156.3,99.1,5.5,7,7.06,7.8,1,High,Onsite,18.58,2024-08
E1075,Finance,Manager,Bachelors,4,160.0,95.2,4.0,4,6.83,5.25,0,Medium,Onsite,17.11,2024-09
E1075,Finance,Developer,Masters,4,157.2,100.0,6.3,9,8.56,4.76,0,Medium,Remote,18.74,2024-10
E1075,Marketing,Analyst,Masters,4,152.9,90.9,5.3,2,10.0,6.96,1,Low,Remote,14.48,2024-11
E1076,HR,Associate,PhD,1,168.3,97.7,6.5,5,7.88,4.74,1,High,Onsite,8.77,2024-01
E1076,Sales,Executive,PhD,10,174.2,88.5,5.4,6,8.6,7.84,1,Low,Hybrid,8.48,2024-01
E1076,Sales,Associate,Masters,5,159.5,91.3,7.3,5,8.58,6.9,1,Medium,Onsite,10.99,2024-03
E1076,IT,Executive,Bachelors,2,156.8,94.8,4.3,3,7.15,8.11,0,Medium,Remote,6.24,2024-03
E1076,Marketing,Developer,Bachelors,7,152.6,90.4,7.1,6,,3.74,0,Medium,Hybrid,19.44,2024-04
E1076,IT,Manager,Masters,10,175.5,86.7,1.1,4,7.37,7.51,1,Medium,Hybrid,5.74,2024-05
E1076,IT,Analyst,PhD,3,149.2,95.4,10.3,4,5.78,6.7,1,Low,Onsite,17.21,2024-06
E1076,Sales,Analyst,Bachelors,10,161.3,91.9,4.0,7,7.61,6.25,0,Low,Hybrid,14.88,2024-07
E1076,IT,Developer,Bachelors,10,149.5,98.6,3.6,10,7.19,5.26,0,Low,Hybrid,20.59,2024-08
E1076,Sales,Developer,Masters,3,163.5,88.4,,6,8.22,5.35,0,Medium,Remote,12.85,2024-09
E1076,Sales,Manager,Bachelors,3,142.2,95.9,5.9,4,6.63,8.02,1,High,Onsite,16.22,2024-10
E1076,Finance,Manager,Masters,8,181.3,98.3,0.0,6,8.82,7.15,1,High,Onsite,18.28,2024-11
E1077,HR,Manager,PhD,10,185.5,100.0,4.0,5,5.32,6.19,1,High,Onsite,8.89,2024-01
E1077,IT,Analyst,Masters,3,168.4,82.2,0.7,15,9.04,6.11,0,Low,Onsite,9.23,2024-01
E1077,Sales,Associate,PhD,1,164.0,95.5,2.7,8,9.62,7.3,1,Medium,Onsite,12.66,2024-03
E1077,HR,Manager,Masters,6,173.1,91.4,4.5,14,4.0,8.03,1,Medium,Remote,18.84,2024-03
E1077,Marketing,Associate,PhD,4,155.9,95.9,,8,7.96,4.53,0,Medium,Remote,7.54,2024-04
E1077,IT,Analyst,Masters,3,163.5,93.3,6.0,6,9.72,5.6,1,Medium,Onsite,13.49,2024-05
E1077,IT,Developer,Bachelors,1,159.3,99.3,7.3,3,6.39,6.67,0,Low,Onsite,12.98,2024-06
E1077,IT,Executive,PhD,10,167.9,97.6,7.5,2,4.47,10.0,1,Low,Hybrid,12.7,2024-07
E1077,Marketing,Executive,Bachelors,6,145.2,95.8,5.5,10,10.0,9.92,0,Medium,Hybrid,14.75,2024-08
E1077,HR,Developer,PhD,5,161.1,93.4,6.0,4,8.65,4.61,0,Medium,Hybrid,16.43,2024-09
E1077,Marketing,Manager,PhD,8,174.5,88.1,1.0,4,7.87,6.87,0,Low,Hybrid,19.79,2024-10
E1077,HR,Manager,Bachelors,3,162.1,94.0,6.7,7,6.15,5.75,0,High,Onsite,15.67,2024-11
